source_id,doi,year,corresponding,all_authors
SCOPUS_ID:85096525410,10.1016/j.frl.2020.101853,2021,"Youssef A.B.|Groupe de Recherche en Droit, Économie et Gestion",Youssef A.B.
SCOPUS_ID:85096529503,10.1186/s13023-020-01562-x,2020,,Sacconi S.
SCOPUS_ID:85096535876,10.1016/j.lithos.2020.105870,2021,,Hachemaoui O.
SCOPUS_ID:85096544521,10.1007/978-3-030-56750-7_50,2020,,Masson R.
SCOPUS_ID:85096564645,10.1007/978-3-030-62466-8_19,2020,,Gandon F.|Winckler M.|Villata S.|Michel F.|Cabrio E.|Gazzotti R.|Mayer T.|Marro S.|Ah-Kane V.|Bobasheva A.|Simon M.|Giboin A.|Corby O.
SCOPUS_ID:85096566910,10.1007/978-3-030-56750-7_49,2020,,Dolean V.
SCOPUS_ID:85096597908,10.1007/s10340-020-01295-7,2021,de Campos M.R.|Institut Sophia Agrobiotech - (ISA),de Campos M.R.|Amiens-Desneux E.|Béarez P.|Desneux N.
SCOPUS_ID:85096598489,10.3390/ijms21238957,2020,,Pousinha P.|Salgueiro‐pereira A.R.|Delanoe K.|Marie H.
SCOPUS_ID:85096602504,10.1016/j.aim.2020.107493,2021,,Peón-Nieto A.
SCOPUS_ID:85096603886,10.23919/SoftCOM50211.2020.9238239,2020,,Diallo A.|Ribero J.M.
SCOPUS_ID:85096611837,10.1016/j.camwa.2020.10.018,2020,,Quenjel E.H.
SCOPUS_ID:85096619468,10.1007/978-3-030-61588-8_2,2020,,Formenti E.|Riva S.
SCOPUS_ID:85096620012,10.1007/978-3-030-61609-0_49,2020,,Gori M.
SCOPUS_ID:85096624936,10.1021/acs.langmuir.0c01886,2020,,Pellegrin M.|Bouret Y.|Celestini F.|Noblin X.
SCOPUS_ID:85096650582,10.1051/0004-6361/202039067,2020,,Millour F.
SCOPUS_ID:85096650703,10.1039/d0ra07682a,2020,,Mija A.|Di Mauro C.
SCOPUS_ID:85096660548,10.1111/jzo.12846,2021,,Dahirel M.
SCOPUS_ID:85096668081,10.1016/j.jspi.2020.08.001,2021,Pronzato L.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Pronzato L.
SCOPUS_ID:85096671521,10.1016/j.biocontrol.2020.104475,2021,,Desneux N.
SCOPUS_ID:85096673027,10.1002/adom.202001291,2021,,Genevet P.|Song Q.
SCOPUS_ID:85096675323,10.3233/SW-200408,2020,,Faron C.
SCOPUS_ID:85096687365,10.3390/metabo10120483,2020,,Suissa L.|Graslin F.|Guigonis J.M.|Lindenthal S.|Pourcher T.
SCOPUS_ID:85096704045,10.1002/cbdv.202000758,2020,,Michel T.|Auberon F.
SCOPUS_ID:85096710464,10.1158/2326-6066.CIR-20-0074,2020,,Schaub S.|Sudaka A.|Rekima S.|Beghelli-De la Forest Divonne S.|Petti L.|van Obberghen-Schilling E.
SCOPUS_ID:85096717497,10.3233/SW-200397,2020,,Faron C.
SCOPUS_ID:85096720018,10.1002/chem.202003283,2020,,Cong X.
SCOPUS_ID:85096754011,10.1111/1744-7917.12874,2021,,Moussian B.
SCOPUS_ID:85096755885,10.1371/journal.pbio.3000902,2020,,da Silva F.|Schedl A.
SCOPUS_ID:85096758209,10.1051/0004-6361/202039217,2020,,Delbo M.|Carry B.|Galluccio L.|Kordopatis G.|Titarenko A.|Spoto F.|De Laverny P.|Thévenin F.|Schultheis M.|Chiavassa A.|Ordénovic C.|Recio-Blanco A.|Mignard F.|Tanga P.|Creevey O.
SCOPUS_ID:85096760115,10.1002/gj.4040,2021,,Lardeaux J.M.
SCOPUS_ID:85096774464,10.3389/fnagi.2020.588653,2020,,Ramanoël S.
SCOPUS_ID:85096777925,10.3847/1538-4357/abbda5,2020,,Lamberts A.|Lamberts A.
SCOPUS_ID:85096785835,10.3847/1538-4357/abbb2b,2020,,Gallenne A.|Nardetto N.
SCOPUS_ID:85096787762,10.1111/maps.13581,2020,,Avdellidou C.
SCOPUS_ID:85096792973,10.5802/CRPHYS.24,2020,Métris G.|Le Laboratoire Géoazur,Métris G.
SCOPUS_ID:85096817778,10.1519/JSC.0000000000002189,2020,,Le Meur Y.|Hausswirth C.
SCOPUS_ID:85096837259,10.1177/2399808320974377,2021,Perez J.|Étude des Structures et des Processus d’Adaptation et des Changements de l’Espace,Perez J.|Ornon A.
SCOPUS_ID:85096844571,10.1093/mnras/staa2106,2020,,Abe L.|Beaulieu M.|Martinez P.|Gouvret C.
SCOPUS_ID:85096868775,10.1016/j.quaint.2020.11.042,2021,,Théry-Parisot I.|Audiard B.|Meignen L.
SCOPUS_ID:85096870902,10.1016/j.jretconser.2020.102386,2021,Mejía V.D.|Groupe de Recherche en Management,Mejía V.D.
SCOPUS_ID:85096872145,10.1016/j.ebiom.2020.103131,2020,,Dadone-Montaudie B.|Bianchini L.
SCOPUS_ID:85096878283,10.1016/j.gaitpost.2020.06.017,2020,Gambelli C.N.|Laboratoire Motricité Humaine Expertise Sport Santé,Gambelli C.N.
SCOPUS_ID:85096879769,10.1016/j.dsp.2020.102908,2021,,Randriambelonoro S.V.N.|Favier G.
SCOPUS_ID:85096882717,10.1016/S0151-9638(20)31106-6,2020,Montaudié H.|Centre Méditerranéen de Médecine Moléculaire,Montaudié H.
SCOPUS_ID:85096892039,10.1007/978-3-030-52119-6_2,2020,,Bazin D.
SCOPUS_ID:85096901378,10.1093/mnrasl/slaa156,2020,,Matter A.
SCOPUS_ID:85096909474,10.1038/s41416-020-01177-w,2021,,Peyre L.|Meyer M.|Hofman P.|Roux J.
SCOPUS_ID:85096913484,10.1038/s41598-020-77861-x,2020,,Razo-López L.A.
SCOPUS_ID:85096920179,10.1093/mnras/staa3210,2020,,Morbidelli A.
SCOPUS_ID:85096931925,10.1093/mnras/staa3121,2020,,Nesvadba N.P.H.
SCOPUS_ID:85096934482,10.1137/18M1200427,2020,,LOCHET W.
SCOPUS_ID:85096979951,10.3390/ijms21239147,2020,,Hofman P.|Lassalle S.
SCOPUS_ID:85096985612,10.1093/mnras/staa2137,2020,,Matter A.|Lopez B.
SCOPUS_ID:85096988928,10.1093/mnras/staa2454,2020,,Michel P.|Sunday C.
SCOPUS_ID:85096999789,10.1093/mnras/staa2205,2020,,Schultheis M.
SCOPUS_ID:85097002930,10.1563/AAID-JOI-D-19-00119,2020,"Vincent-Bugnas S.|Microbiologie Orale, Immunothérapie et Santé",Vincent-Bugnas S.|Charbit M.
SCOPUS_ID:85097005135,10.1002/pca.3014,2021,,Lavoir A.V.|Michel T.|Qu Y.|Desneux N.
SCOPUS_ID:85097005481,10.5194/se-11-2245-2020,2020,,Cappa F.|Ampuero J.P.|Van Den Ende M.P.A.
SCOPUS_ID:85097021567,10.1051/0004-6361/202037765,2020,,Carry B.
SCOPUS_ID:85097023432,10.1093/mnras/staa2434,2020,,Martinache F.
SCOPUS_ID:85097027603,10.1051/0004-6361/202039403,2020,,Maurogordato S.|Cappi A.
SCOPUS_ID:85097028619,10.1186/s12974-020-02016-8,2020,,Falvey A.|Glaichenhaus N.|Duprat F.|Simon T.|Blancou P.
SCOPUS_ID:85097029697,10.1093/mnras/staa3153,2020,,Carry B.|Michel P.|Tanga P.
SCOPUS_ID:85097031975,10.1051/bsgf/2020036,2020,,Favier A.
SCOPUS_ID:85097037589,10.3390/cells9122541,2020,,Fricano C.|Barnay-Verdier S.|Furla P.|Röttinger E.
SCOPUS_ID:85097052724,10.1016/j.jde.2020.11.044,2021,,Houamed H.
SCOPUS_ID:85097056141,10.3389/fphys.2020.591569,2020,,Engler J.d.A.
SCOPUS_ID:85097058501,10.1021/acsabm.0c01199,2020,Mija A.|Institut de Chimie de Nice,Mija A.|Di Mauro C.
SCOPUS_ID:85097066472,10.1016/j.asr.2020.10.032,2021,Noullez A.|Laboratoire Joseph-Louis Lagrange,Noullez A.
SCOPUS_ID:85097072324,10.1016/j.pestbp.2020.104729,2021,,Desneux N.
SCOPUS_ID:85097078677,10.1111/aae.12168,2020,,Purdue L.|Charbonnier J.
SCOPUS_ID:85097082038,10.1016/j.cplett.2020.138207,2021,,Gal J.F.
SCOPUS_ID:85097082814,10.1093/mnras/stz3489,2020,,Kordopatis G.|Hill V.
SCOPUS_ID:85097087601,10.1186/s12943-020-01290-7,2020,,Cheli Y.|Bertolotto C.|Ballotti R.
SCOPUS_ID:85097091600,10.1016/j.evopsy.2020.10.007,2021,"Vinot F.|Laboratoire d'Anthropologie et de Psychologie Cliniques, Cognitives et Sociales",Vinot F.
SCOPUS_ID:85097120972,10.3390/cells9122577,2020,,Checler F.|Chami M.
SCOPUS_ID:85097128179,10.1287/ORSC.2020.1365,2020,,Iubatti D.
SCOPUS_ID:85097147321,10.2478/amns.2020.2.00047,2020,Lozi R.|Laboratoire de Mathématiques J.A. Dieudonné,Lozi R.
SCOPUS_ID:85097170994,10.1103/PhysRevD.102.102005,2020,,Christensen N.
SCOPUS_ID:85097177089,10.1016/j.csbj.2020.10.045,2020,Galiana E.|Institut Sophia Agrobiotech - (ISA),Galiana E.|Larousse M.|Tran Q.D.|Bassani I.|Attard A.
SCOPUS_ID:85097177654,10.1016/j.ijthermalsci.2020.106687,2021,Franquet E.|Laboratoire Polytech'LAB,Franquet E.
SCOPUS_ID:85097180310,10.1016/j.jasrep.2020.102682,2021,,Binder D.|Sorin S.|Drieu L.|Cassard L.|Regert M.
SCOPUS_ID:85097185414,10.1016/j.semcdb.2020.11.007,2021,,Zaragosi L.E.
SCOPUS_ID:85097199078,10.1002/chem.202003456,2021,,Michel B.Y.|Barnoin G.|Le H.N.|Vincent S.|Burger A.
SCOPUS_ID:85097210791,10.1534/g3.120.401537,2020,,Li J.|Liti G.
SCOPUS_ID:85097213036,10.4310/CMS.2020.v18.n6.a4,2020,LAURENT-BROUTY N.|Laboratoire de Mathématiques J.A. Dieudonné,LAURENT-BROUTY N.|GOATIN P.
SCOPUS_ID:85097219631,10.1182/bloodadvances.2020002229,2020,,Verhoeyen E.
SCOPUS_ID:85097234552,10.17660/ActaHortic.2020.1296.22,2020,,Fatnassi H.
SCOPUS_ID:85097239132,10.1016/j.jhevol.2020.102911,2021,,Desclaux E.
SCOPUS_ID:85097243905,10.1038/s41416-020-01219-3,2021,Milano G.|Unite de Pharmacogenetique et Radiogenetique des Cancers,Milano G.
SCOPUS_ID:85097263001,10.1038/s42003-020-01502-2,2020,,Doyen J.|Pagès G.|Claren A.|Comoglio Y.|Penco-Campillo M.|Feliz Morel Á.J.|Hanna R.|Leloire M.|Mejias B.|Morot A.|Martial S.
SCOPUS_ID:85097269468,10.1038/s41419-020-03258-3,2020,,Meynet O.|Ricci J.E.|Villa E.|Paul R.
SCOPUS_ID:85097270094,10.1111/nph.17089,2021,,Quentin M.|Marteu N.|Abad P.|Truong N.M.|Chen Y.|Mejias J.|Favery B.
SCOPUS_ID:85097298623,10.3389/fpls.2020.619804,2020,,Favery B.
SCOPUS_ID:85097303059,10.1007/s11873-000-0000-08,2020,Patras F.|Laboratoire de Mathématiques J.A. Dieudonné,Patras F.
SCOPUS_ID:85097309230,10.3791/61814,2020,,Gilleron J.|Ivanov S.|Gallerand A.|Khedher N.
SCOPUS_ID:85097312067,10.1002/yea.3533,2021,,Liti G.
SCOPUS_ID:85097314191,10.17660/ActaHortic.2020.1296.148,2020,,Fatnassi H.
SCOPUS_ID:85097318645,10.17660/ActaHortic.2020.1296.12,2020,,Fatnassi H.
SCOPUS_ID:85097329104,10.1016/j.tranon.2020.100952,2021,Milano G.|Unite de Pharmacogenetique et Radiogenetique des Cancers,Milano G.
SCOPUS_ID:85097329960,10.1016/j.scico.2020.102591,2021,Mallet F.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Mallet F.
SCOPUS_ID:85097337785,10.1109/OCEANSE.2019.8867408,2019,,Leclerc F.|Billant J.
SCOPUS_ID:85097345998,10.1051/0004-6361/202039185,2020,,Lagadec E.
SCOPUS_ID:85097372353,10.1080/20002297.2020.1858002,2021,,Doglio A.
SCOPUS_ID:85097374348,10.1007/978-3-030-63833-7_34,2020,,Miramond B.|Gripon V.|Khacef L.
SCOPUS_ID:85097374883,10.1016/j.tmaid.2020.101940,2021,,Marty P.
SCOPUS_ID:85097375251,10.1063/5.0022950,2020,,Vézian S.
SCOPUS_ID:85097383755,10.1093/mnras/staa2285,2020,,Kordopatis G.
SCOPUS_ID:85097400563,10.1088/1538-3873/abc60f,2020,,Martinache F.
SCOPUS_ID:85097401767,10.1093/mnras/staa2301,2020,,Schultheis M.
SCOPUS_ID:85097403385,10.1007/978-3-030-63833-7_40,2020,,Miramond B.|Rodriguez L.|Khacef L.
SCOPUS_ID:85097404473,10.1080/0144929X.2020.1856927,2020,,Galy E.
SCOPUS_ID:85097407098,10.1002/dvdy.274,2021,,Chessel A.|Smolen P.|Bonche R.|Boisivon S.|Pizette S.|Thérond P.
SCOPUS_ID:85097413740,10.1051/0004-6361/202038906,2020,,Liu S.
SCOPUS_ID:85097438323,10.1016/j.molmet.2020.101112,2021,,Schedl A.
SCOPUS_ID:85097442621,10.1111/mec.15755,2021,,Mallien C.|Porro B.|Furla P.|Forcioli D.|Röttinger E.|Zamoum T.
SCOPUS_ID:85097443678,10.1039/d0ob01598a,2020,,Michelet V.|Marsicano V.
SCOPUS_ID:85097462646,10.1016/j.bulcan.2020.11.001,2020,L'Allemain G.|Institut de Biologie Valrose,L'Allemain G.
SCOPUS_ID:85097463061,10.17660/ActaHortic.2020.1296.27,2020,,Fatnassi H.
SCOPUS_ID:85097464271,10.1016/j.icarus.2020.114218,2021,,Delbo M.
SCOPUS_ID:85097468644,10.1016/j.jas.2020.105291,2021,"Suryanarayan A.|Cultures et Envirronements, Préhistoire, Antiquité, Moyen-Age",Suryanarayan A.
SCOPUS_ID:85097473441,10.1093/mnras/staa3149,2021,,Angulo R.E.|Hahn O.|Michaux M.
SCOPUS_ID:85097478537,10.1093/mnras/staa3215,2021,,Peirani S.
SCOPUS_ID:85097480713,10.1016/j.chemosphere.2020.128995,2021,,Barreales-Suárez S.|Azoulay S.
SCOPUS_ID:85097481996,10.1042/ETLS20190187,2020,Hubstenberger A.|Institut de Biologie Valrose,Hubstenberger A.
SCOPUS_ID:85097510090,10.3847/2041-8213/abc631,2020,,Martinache F.
SCOPUS_ID:85097514841,10.3390/md18120619,2020,,Moulin C.|Taffin-De-Givenchy E.|Mehiri M.
SCOPUS_ID:85097514949,10.1098/rsob.200214rsob200214,2020,,Moussian B.
SCOPUS_ID:85097530100,10.23919/MIKON48703.2020.9253846,2020,,Lanteri J.|Migliaccio C.|Dauvignac J.Y.
SCOPUS_ID:85097549720,10.3390/ijms21249436,2020,,Wagner N.|Wagner K.D.
SCOPUS_ID:85097571505,10.1051/0004-6361/202038649,2020,,Tanga P.|Rivet J.P.
SCOPUS_ID:85097572500,10.1021/acs.nanolett.0c03584,2020,,Chauveau J.M.|Hugues M.|Lefebvre D.|Le Biavan N.
SCOPUS_ID:85097574521,10.35812/CELLULOSECHEMTECHNOL.2020.54.89,2020,Mija A.|Institut de Chimie de Nice,Mija A.|Dinu R.
SCOPUS_ID:85097575349,10.1029/2020GL090736,2020,,Ampuero J.P.
SCOPUS_ID:85097577083,10.1103/PhysRevApplied.14.054060,2020,,Gromovyi M.|Rennesson S.|Alloing B.|Zúñiga-Pérez J.|Semond F.
SCOPUS_ID:85097579499,10.2215/CJN.02500220,2020,,Payré C.|Lambeau G.|Seitz-Polski B.|Seitz-Polski B.|Brglez V.|Brglez V.|Dolla G.|Justino J.|Zaghrini C.
SCOPUS_ID:85097608311,10.1002/chem.202003653,2021,,Creff G.|Jeanson A.|Zurita C.|Den Auwer C.
SCOPUS_ID:85097613765,10.1111/1744-7917.12888,2021,Gatti J.L.|Institut Sophia Agrobiotech - (ISA),Gatti J.L.|Schmitz A.|Lemauf S.|Luo C.|Poirié M.|Desneux N.
SCOPUS_ID:85097632193,10.1063/5.0027119,2020,,Damilano B.|Lekhal K.|Ngo T.H.
SCOPUS_ID:85097633848,10.1109/SMAP49528.2020.9248471,2020,,Romero M.|Kalmpourtzis G.
SCOPUS_ID:85097638829,10.7717/peerj.10507,2020,,Morin J.B.|Lahti J.
SCOPUS_ID:85097639666,10.3390/sports8050074,2020,,Morin J.B.|Lahti J.|Chassaing P.
SCOPUS_ID:85097644662,10.1117/12.2545965,2020,,Marconi M.|Slepneva S.|Roche A.|Huyet G.|Giudici M.
SCOPUS_ID:85097645835,10.1117/12.2545873,2020,,Marconi M.|Slepneva S.|Camelin P.|Verschelde A.|Roche A.|Huyet G.|Giudici M.
SCOPUS_ID:85097651116,10.1007/978-3-030-52680-1_4,2020,,Mayaffre D.|Corneli M.|Vanni L.|Precioso F.
SCOPUS_ID:85097656961,10.1142/S021812742030044X,2020,,Lozi R.
SCOPUS_ID:85097661638,10.1016/j.jsames.2020.103007,2021,,Saillard M.|Hernández M.J.|Michaud F.
SCOPUS_ID:85097665852,10.1123/JAPA.2019-0190,2020,,Bernard T.
SCOPUS_ID:85097669917,10.1111/maps.13595,2020,,Morbidelli A.
SCOPUS_ID:85097670812,10.1089/cap.2020.0014,2021,,Ménard M.L.
SCOPUS_ID:85097680531,10.1093/icesjms/fsz071,2020,,Di Franco A.|Calò A.
SCOPUS_ID:85097683911,10.1002/cyto.a.24287,2021,,Vouret-Craviari V.
SCOPUS_ID:85097712660,10.2113/2020/2810692,2020,,Hernandez M.J.
SCOPUS_ID:85097722266,10.1016/j.jhydrol.2020.125847,2021,,Medici M.G.
SCOPUS_ID:85097739036,10.1016/j.matpur.2020.12.005,2021,,Dumitrescu S.
SCOPUS_ID:85097781075,10.1145/3416010.3423228,2020,,Caillouet C.
SCOPUS_ID:85097786326,10.1016/j.quascirev.2020.106731,2021,,Desclaux E.|Defleur A.R.
SCOPUS_ID:85097789080,10.1016/j.respol.2020.104171,2021,,Kaminska R.
SCOPUS_ID:85097797737,10.1016/j.rehab.2020.10.004,2021,,Roche N.|Zory R.
SCOPUS_ID:85097797833,10.1016/j.amp.2020.11.006,2020,,Troubé S.
SCOPUS_ID:85097807303,10.1145/3382025.3414948,2020,,Collet P.
SCOPUS_ID:85097814311,10.3389/fonc.2020.584477,2020,,Heeke S.
SCOPUS_ID:85097819820,10.1007/978-3-030-63618-0_12,2020,,Michel C.|Garcia R.|Rueher M.
SCOPUS_ID:85097820102,10.3390/ijms21249521,2020,,Checler F.|Kinoshita P.F.|Eysert F.|Vaillant-Beuchot L.|Mary A.|Chami M.
SCOPUS_ID:85097822028,10.1007/978-3-030-63464-3_30,2020,,Romero M.|Kalmpourtzis G.
SCOPUS_ID:85097848666,10.1249/MSS.0000000000002444,2021,,Chorin F.|Zghal F.|Monjo F.|Da Silva F.|Guérin O.|Colson S.S.
SCOPUS_ID:85097882250,10.1016/j.resourpol.2020.101941,2021,,Rossetto D.E.
SCOPUS_ID:85097883606,10.1016/j.devcel.2020.11.008,2021,,De Chiara M.|Yue J.X.|Liti G.
SCOPUS_ID:85097891931,10.1039/d0np00020e,2020,,Baldovini N.
SCOPUS_ID:85097900088,10.1016/j.biopsych.2020.10.009,2021,,Barbosa S.|Glaichenhaus N.|Khalfallah O.|Davidovic L.
SCOPUS_ID:85097912454,10.25518/0770-7576.5681,2018,,Emsellem K.|Dubus N.|Voiron-Canicio C.
SCOPUS_ID:85097914746,10.1109/IPC47351.2020.9252433,2020,,Dussardier B.
SCOPUS_ID:85097915840,10.1051/medsci/2020242,2020,,Cherfils-Vicini J.|Gilson É.
SCOPUS_ID:85097921033,10.3997/2214-4609.202035013,2020,,Brenner K.|Bonaldi F.|Masson R.
SCOPUS_ID:85097922944,10.1109/TVCG.2020.3042588,2020,,Bletterer A.|Payan F.|Antonini M.
SCOPUS_ID:85097938891,10.1109/LSP.2020.3042771,2021,,Blanc-Feraud L.
SCOPUS_ID:85097971189,10.3390/a13090212,2020,,Flamary R.
SCOPUS_ID:85097995149,10.1063/5.0031308,2020,Grandou T.|Institut de Physique de Nice,Grandou T.
SCOPUS_ID:85097997925,10.1088/1755-1315/612/1/012015,2020,,Vo N.D.
SCOPUS_ID:85097998806,10.1007/978-1-0716-1020-6_19,2021,,Ferreira M.G.
SCOPUS_ID:85098008804,10.1051/0004-6361/202038271,2020,,Kordopatis G.
SCOPUS_ID:85098047537,10.5334/aogh.2831,2020,,Fénichel P.|Brucker-Davis F.|Chevalier N.
SCOPUS_ID:85098055227,10.1016/j.celrep.2020.108549,2020,,Lebrigand K.|Mari B.
SCOPUS_ID:85098076886,10.1117/12.2555284,2020,,Blanc W.
SCOPUS_ID:85098083965,10.3390/jcm9051365,2020,,Rouzier C.
SCOPUS_ID:85098086763,10.1117/12.2554028,2020,,Lu Z.|Blanc W.
SCOPUS_ID:85098087454,10.1111/1365-2664.13790,2021,,Giakoumi S.
SCOPUS_ID:85098090966,10.3389/fphys.2020.585490,2020,,Bermon S.
SCOPUS_ID:85098105318,10.1159/000512128,2021,"Troubé S.|Laboratoire Interdisciplinaire Récits, Cultures et Sociétés",Troubé S.
SCOPUS_ID:85098115141,10.21437/Interspeech.2020-2697,2020,,Ngoc A.T.|Meunier F.
SCOPUS_ID:85098163464,10.1016/j.measurement.2020.108874,2021,,Blanc W.
SCOPUS_ID:85098174144,10.3917/jie.032.0003,2020,,Ayerbe C.
SCOPUS_ID:85098176858,10.1103/PhysRevLett.125.254504,2020,,Krstulovic G.|Polanco J.I.
SCOPUS_ID:85098176934,10.3390/cancers12113484,2020,,Sadaghianloo N.|Contenti J.|Cunha-De Padua M.M.|Fazio S.|Mograbi B.|Fabbri L.|Irondelle M.|Voyton C.|Lacas-Gervais S.|Mazure N.M.|Bost F.|Rouleau M.
SCOPUS_ID:85098183416,10.21437/Interspeech.2020-2509,2020,,del Mar Cordero M.|Meunier F.
SCOPUS_ID:85098205415,10.1103/PhysRevC.102.064001,2020,,Gattobigio M.
SCOPUS_ID:85098210047,10.1029/2020JE006519,2020,,Michel P.
SCOPUS_ID:85098217378,10.1109/TAP.2020.3016184,2020,,Lanteri J.|Brochier L.|Zidane F.|Migliaccio C.
SCOPUS_ID:85098221364,10.1029/2020GL089672,2020,,Michel P.
SCOPUS_ID:85098225330,10.1103/PhysRevE.102.062702,2020,,Residori S.
SCOPUS_ID:85098225765,10.21437/Interspeech.2020-2683,2020,,Ngoc A.T.|Meunier F.
SCOPUS_ID:85098232012,10.1103/PhysRevA.102.063320,2020,,Gattobigio M.
SCOPUS_ID:85098234559,10.1530/EC-20-0416,2020,,Lalli E.
SCOPUS_ID:85098240965,10.3390/rs12244157,2020,,Janiec P.|Gadal S.
SCOPUS_ID:85098241536,10.1007/978-3-030-63061-4_12,2020,Formenti E.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Formenti E.|Riva S.
SCOPUS_ID:85098274571,10.1127/entomologia/2020/1131,2020,,Desneux N.
SCOPUS_ID:85098396226,10.3389/fcomp.2019.00005,2019,,Hun S.|Cohen D.|Serret S.
SCOPUS_ID:85098400736,10.1093/MNRAS/STAA1450,2020,,Ogiya G.
SCOPUS_ID:85098413992,10.1016/j.ifacol.2020.12.1589,2020,,Tang Z.|Hamel T.
SCOPUS_ID:85098451077,10.1051/nss/2018029,2018,"Doussan I.|Groupe de Recherche en Droit, Économie et Gestion",Doussan I.
SCOPUS_ID:85098458086,10.1306/05212019150,2020,,Audra P.
SCOPUS_ID:85098467801,10.1016/j.geomorph.2020.107561,2021,,Audra P.
SCOPUS_ID:85098470456,10.1016/j.euroecorev.2020.103632,2021,"Nesta L.|Groupe de Recherche en Droit, Économie et Gestion",Nesta L.
SCOPUS_ID:85098475777,10.1186/s12915-020-00902-4,2020,Moussian B.|Institut de Biologie Valrose,Moussian B.
SCOPUS_ID:85098499567,10.1144/SP502-2019-65,2021,,Corsini M.
SCOPUS_ID:85098499731,10.1038/s41598-020-80078-7,2020,,Seminara A.
SCOPUS_ID:85098502207,10.3390/cancers12123675,2020,,Carle G.F.|Camuzard O.|Trojani M.C.|Pagnotta S.|Pierrefite-Carle V.|Santucci-Darmanin S.|Breuil V.
SCOPUS_ID:85098502791,10.1093/imanum/drz067,2021,,Descombes S.
SCOPUS_ID:85098508113,10.3390/ijms22010023,2021,,Pouyssegur J.
SCOPUS_ID:85098508279,10.3389/fendo.2020.597648,2020,,Luci C.|Leclère P.S.|Bourinet M.|Anty R.|Gual P.
SCOPUS_ID:85098513768,10.4000/oeconomia.8421,2020,"Raybaut A.|Groupe de Recherche en Droit, Économie et Gestion",Raybaut A.
SCOPUS_ID:85098518529,10.4000/oeconomia.7298,2020,"Gaffard J.L.|Groupe de Recherche en Droit, Économie et Gestion",Gaffard J.L.
SCOPUS_ID:85098533965,10.3390/md18120637,2020,,Mehiri M.
SCOPUS_ID:85098558615,10.1088/1361-6528/abce79,2020,,Brault J.
SCOPUS_ID:85098566831,10.1016/j.toxrep.2020.12.014,2021,Moussian B.|Institut de Biologie Valrose,Moussian B.
SCOPUS_ID:85098574844,10.1109/RadarConf2043947.2020.9266429,2020,,Ferrero F.|Lanteri J.|Brochier L.|Sadaoui L.|Migliaccio C.|Dauvignac J.Y.
SCOPUS_ID:85098584096,10.1109/RadarConf2043947.2020.9266410,2020,,Zaky Y.Y.|Fortino N.|Dauvignac J.Y.
SCOPUS_ID:85098592626,10.1051/0004-6361/202039736,2021,,Kordopatis G.|De Laverny P.|Schultheis M.|Zhao H.|Recio-Blanco A.
SCOPUS_ID:85098592704,10.3390/ijerph18010156,2021,,Massiera B.|Garbarino J.M.|Racine A.N.|Vuillemin A.
SCOPUS_ID:85098595413,10.3390/microorganisms9010072,2021,,Chevalier M.|Vincent-Bugnas S.|Tonoyan L.|Marsault R.|Doglio A.
SCOPUS_ID:85098629304,10.1080/15476286.2020.1861816,2021,,Danchin E.G.J.
SCOPUS_ID:85098641727,10.1109/ICIP40778.2020.9191331,2020,,Sassatelli L.|Pardo R.A.|Rondon M.F.R.|Precioso F.
SCOPUS_ID:85098645012,10.1038/s41380-020-01015-8,2021,,Chécler F.|Bauer C.
SCOPUS_ID:85098650367,10.1016/j.prps.2020.12.001,2021,Albouza Y.|Laboratoire Motricité Humaine Expertise Sport Santé,Albouza Y.
SCOPUS_ID:85098670964,10.1051/0004-6361/201833627,2019,,Gonçalves I.|Schmider F.X.
SCOPUS_ID:85098693665,10.1117/1.JATIS.6.4.048005,2020,"Khodnevych V.|Astrophysique Relativiste, Théories, Expériences, Metrologie, Instrumentation, Signaux",Khodnevych V.|Lintz M.|Christensen N.|Dinu-Jaeger N.
SCOPUS_ID:85098733853,10.1016/j.sigpro.2020.107942,2021,,Zarzoso V.
SCOPUS_ID:85098734143,10.1145/3427796.3427811,2021,,Cruciani E.
SCOPUS_ID:85098751850,10.1109/TAP.2020.3044399,2021,,Ferrero F.|Lizzi L.|Santamaria L.|Staraj R.
SCOPUS_ID:85098757220,10.1109/TAP.2020.3044382,2021,,Luxey C.
SCOPUS_ID:85098766728,10.1109/TPAMI.2020.3046439,2020,,Fillatre L.|Gilet C.|Barbosa S.
SCOPUS_ID:85098801400,10.1016/j.tca.2020.178855,2021,,Sbirrazzuoli N.
SCOPUS_ID:85098845719,10.1016/j.jcp.2020.110062,2021,,Lebeau G.
SCOPUS_ID:85098855056,10.1186/s12943-020-01306-2,2021,Cheli Y.|Centre Méditerranéen de Médecine Moléculaire,Cheli Y.|Beranger G.E.|Nottet N.|Gesson M.|Strub T.|Jacquel A.|Bille K.|Tulic M.K.|Passeron T.|Bertolotto C.|Ballotti R.
SCOPUS_ID:85098858878,10.1016/S0929-693X(20)30270-0,2020,,Chaussenot A.|Rouzier C.|Paquis-Flucklinger V.
SCOPUS_ID:85098863825,10.1093/mnras/staa3443,2021,,Peirani S.
SCOPUS_ID:85098872050,10.1016/j.indcrop.2020.113228,2021,,Mija A.
