source_doi,dsm_oa_classification,dsm_splash_url,dsm_policy_preprint,dsm_policy_postprint,dsm_policy_published,dsm_romeo_id
10.1074/jbc.M116.720698,OA,"europepmc.org,doi.org,www.researchgate.net,hal-amu.archives-ouvertes.fr",can,can,restricted,113.0
10.1016/j.npg.2016.03.010,OK,doi.org,can,can,cannot,2823.0
10.1016/j.resconrec.2016.03.020,OK,"doi.org,www.researchgate.net,hal.archives-ouvertes.fr",can,can,cannot,30.0
10.1007/s11075-016-0141-8,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,74.0
10.7554/eLife.13926,OA,"doi.org,www.ncbi.nlm.nih.gov",can,can,can,1501.0
10.1371/journal.pntd.0004303,OA,"europepmc.org,www.ncbi.nlm.nih.gov,www.researchgate.net,doi.org,orcid.org",can,can,can,112.0
10.1007/s11738-016-2167-x,OK,doi.org,can,can,cannot,3298.0
10.1109/MOC.2015.7416380,OK,doi.org,can,can,cannot,38.0
10.1016/j.endm.2016.03.019,OK,"hal.inria.fr,doi.org,www.researchgate.net",can,can,cannot,30.0
10.1016/j.jas.2016.05.007,OK,doi.org,can,can,cannot,30.0
10.1016/j.spa.2016.04.013,OK,doi.org,can,can,cannot,30.0
10.1016/j.endm.2016.03.046,OK,"hal.inria.fr,doi.org,www.researchgate.net",can,can,cannot,30.0
10.1021/acs.iecr.6b00811,UNK,"doi.org,hal.archives-ouvertes.fr",restricted,restricted,cannot,4.0
10.1136/bmjopen-2015-011020,OA,"doi.org,www.ncbi.nlm.nih.gov",can,can,can,1229.0
10.1016/j.physletb.2016.05.019,OA,"arxiv.org,www.documentation.ird.fr,doi.org,orcid.org,www.vliz.be,hdl.handle.net,hal.archives-ouvertes.fr",can,can,can,1810.0
10.1109/CircuitsAndSystems.2015.7394054,OK,doi.org,can,can,cannot,38.0
10.1007/s00446-016-0274-y,OK,doi.org,can,can,cannot,3298.0
10.1103/PhysRevE.93.050201,OK,"doi.org,repositorio.uchile.cl",can,can,can,10.0
10.1103/PhysRevA.93.053416,OK,"arxiv.org,umu.diva-portal.org,doi.org,hal.archives-ouvertes.fr",can,can,can,10.0
10.1093/mnras/stw537,OK,"arxiv.org,doi.org",can,can,can,1530.0
10.1088/1475-7516/2016/05/016,OA,"arxiv.org,opus4.kobv.de,doi.org,orcid.org,www.vliz.be,hdl.handle.net",can,can,cannot,2940.0
10.4155/fmc-2016-0018,OK,doi.org,can,restricted,cannot,3069.0
10.1128/JCM.03174-15,OA,"europepmc.org,doi.org,www.ncbi.nlm.nih.gov",can,restricted,cannot,16.0
10.1007/s11856-016-1308-7,OK,"hal.archives-ouvertes.fr,doi.org,repositorio.uchile.cl,www.dim.uchile.cl",can,can,cannot,74.0
10.1016/j.rhum.2016.04.001,OK,doi.org,can,can,cannot,2823
10.1038/cdd.2016.45,OK,"europepmc.org,doi.org,www.ncbi.nlm.nih.gov",can,restricted,cannot,3270
10.1016/j.tcs.2016.05.029,OK,"hal.inria.fr,doi.org,hal.archives-ouvertes.fr",can,can,cannot,30
10.1093/mnras/stw576,OK,"arxiv.org,doi.org,www.researchgate.net,espace.curtin.edu.au",can,can,can,1530
10.1093/mnras/stw661,OK,"arxiv.org,purl.org,www.research.ed.ac.uk,openaccess.leidenuniv.nl,publications.lib.chalmers.se,repository.ubn.ru.nl,oro.open.ac.uk,uhra.herts.ac.uk,doi.org,hdl.handle.net,orcid.org,www.pure.ed.ac.uk",can,can,can,1530
10.1016/j.indcrop.2016.04.076,OK,"doi.org,www.documentation.ird.fr",can,can,cannot,30
10.1016/j.tecto.2016.04.030,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,30
10.1116/1.4949867,OK,"doi.org,hal.archives-ouvertes.fr",can,can,restricted,7
10.1109/JSTSP.2015.2509907,OK,"doi.org,www.researchgate.net",can,can,cannot,38
10.1002/2015JB012671,OK,"authors.library.caltech.edu,doi.org",can,can,restricted,6
10.1109/ICITST.2016.7856670,OK,"hal.inria.fr,doi.org",can,can,cannot,38.0
10.1109/ISSCC.2017.7870383,OK,"doi.org,orcid.org",can,can,cannot,38.0
10.3233/HSM-160876,OK,doi.org,can,can,cannot,44.0
10.1111/cea.12864,OK,doi.org,can,restricted,cannot,2050.0
10.3928/01477447-20161202-05,UNK,doi.org,cannot,restricted,cannot,799.0
10.1002/cjp2.35,OA,"europepmc.org,www.researchgate.net,doi.org,www.ncbi.nlm.nih.gov",unclear,can,can,1760.0
10.1016/j.margeo.2016.03.014,OK,"doi.org,www.documentation.ird.fr,hal-insu.archives-ouvertes.fr",can,can,cannot,30.0
10.1038/srep26388,OA,"europepmc.org,www.ncbi.nlm.nih.gov,pubman.mpdl.mpg.de,doi.org,orcid.org,hdl.handle.net",can,can,can,3287.0
10.1002/2015TC003941,OK,doi.org,can,can,restricted,6.0
10.1123/ijspp.2015-0145,OK,"hal-insep.archives-ouvertes.fr,doi.org,www.researchgate.net",unclear,can,cannot,300.0
10.1016/j.chaos.2016.05.010,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,30.0
10.1051/0004-6361/201527691e,OA,"doi.org,repositorio.uchile.cl,orcid.org",can,can,can,1326.0
10.1063/1.4949360,OK,"doi.org,orcid.org",can,can,restricted,7.0
10.1007/s10714-016-2075-9,OK,"arxiv.org,doi.org,www.researchgate.net,orcid.org",can,can,cannot,3298.0
10.1002/2015JB012417,OK,"authors.library.caltech.edu,doi.org,orcid.org",can,can,restricted,6.0
10.1111/nph.13933,OA,doi.org,can,restricted,cannot,2050.0
10.4028/www.scientific.net/MSF.858.137,OK,doi.org,can,can,cannot,303.0
10.4028/www.scientific.net/MSF.858.143,OK,"doi.org,orcid.org",can,can,cannot,303.0
10.4028/www.scientific.net/MSF.858.723,OK,"doi.org,orcid.org",can,can,cannot,303.0
10.1051/0004-6361/201527920,OA,"www.aanda.org,doi.org,orcid.org",can,can,can,1326.0
10.1016/j.ebiom.2016.06.002,OA,"doi.org,www.ncbi.nlm.nih.gov,orcid.org",can,can,can,1504.0
10.1103/PhysRevD.93.093020,OK,"arxiv.org,doi.org",can,can,can,10.0
10.4018/IJT.2016070107,OK,doi.org,cannot,cannot,can,455
10.1016/j.marpetgeo.2016.04.011,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,30
10.1016/j.icarus.2016.05.032,OK,"arxiv.org,doi.org",can,can,cannot,30
10.1112/jtopol/jtu025,OK,"arxiv.org,doi.org,www.researchgate.net,hal.archives-ouvertes.fr",can,can,cannot,1526
10.1016/j.accpm.2016.03.004,OA,"europepmc.org,doi.org",can,can,cannot,2823
10.1038/srep27036,OA,"arxiv.org,doi.org,www.ncbi.nlm.nih.gov",can,can,can,3287
10.3917/rfap.157.0223,UNK,doi.org,unknown,unknown,unknown,journal
10.1063/1.4953159,OK,"doi.org,orcid.org",can,can,restricted,7
10.1109/ICASSP.2016.7472614,OK,doi.org,can,can,cannot,38
10.1109/ICASSP.2016.7471914,OK,doi.org,can,can,cannot,38
10.1042/BJ20151086,UNK,doi.org,cannot,restricted,cannot,57
10.1093/molbev/msw041,OA,doi.org,can,restricted,cannot,2168
10.1590/0001-3765201620150121,OA,"www.scielo.br,doi.org,prodinra.inra.fr",unknown,unknown,unknown,DOAJ
10.1109/ICASSP.2016.7472514,OK,"arxiv.org,doi.org,www.researchgate.net",can,can,cannot,38
10.1103/PhysRevApplied.5.054004,OA,doi.org,can,can,can,10
10.3917/dss.162.0327,UNK,doi.org,restricted,cannot,cannot,604
10.1364/OE.24.009602,OA,"doi.org,hal.archives-ouvertes.fr",can,can,can,2305
10.1016/j.jaad.2015.08.027,OK,doi.org,can,can,cannot,2823
10.3917/redp.262.0317,UNK,doi.org,unknown,unknown,unknown,journal
10.1371/journal.pone.0156363,OA,"orcid.org,doi.org,www.ncbi.nlm.nih.gov",can,can,can,112
10.1117/12.2211012,OK,"doi.org,www.researchgate.net",can,can,can,127
10.1186/s13059-016-0985-1,OA,"discovery.dundee.ac.uk,europepmc.org,www.ncbi.nlm.nih.gov,eprints.whiterose.ac.uk,genomebiology.biomedcentral.com,research-repository.st-andrews.ac.uk,doi.org,orcid.org,dx.doi.org,www.pure.ed.ac.uk,www.research.ed.ac.uk,hal.archives-ouvertes.fr",can,can,can,22
10.3389/fimmu.2016.00197,OA,"doi.org,www.ncbi.nlm.nih.gov",can,can,can,600
10.1039/c6cp01293k,OK,"eprints.nottingham.ac.uk,doi.org,hal-cea.archives-ouvertes.fr",can,restricted,cannot,63
10.1002/2015GL067259,OK,"oceanrep.geomar.de,doi.org,orcid.org",can,can,restricted,6
10.1016/j.jfa.2016.04.029,OK,"arxiv.org,citeseerx.ist.psu.edu,doi.org,hal-unice.archives-ouvertes.fr,hal.archives-ouvertes.fr",can,can,cannot,30
10.1016/j.jenvp.2016.06.001,OK,"doi.org,orcid.org",can,can,cannot,2943
10.1103/PhysRevA.93.062701,OK,"arxiv.org,doi.org",can,can,can,10
10.17660/ActaHortic.2016.1133.68,OK,doi.org,unclear,can,cannot,378
10.1785/0220150283,UNK,doi.org,can,restricted,cannot,466
10.1051/0004-6361/201527291,OA,"arxiv.org,openaccess.leidenuniv.nl,publications.lib.chalmers.se,www.aanda.org,doi.org",can,can,can,1326
10.1051/0004-6361/201527660,OA,"www.aanda.org,doi.org",can,can,can,1326
10.1109/LPT.2016.2563258,OK,"doi.org,orcid.org",can,can,cannot,38
10.1002/cbdv.201500230,UNK,"doi.org,hal.archives-ouvertes.fr",cannot,restricted,cannot,79
10.1016/j.jcp.2016.06.003,OK,"doi.org,www.researchgate.net,hal.archives-ouvertes.fr",can,can,cannot,30
10.1063/1.4953785,OK,"arxiv.org,doi.org,hal.archives-ouvertes.fr",can,can,restricted,7
10.1016/j.tcs.2016.05.016,OK,"hal.inria.fr,doi.org",can,can,cannot,30.0
10.1159/000444810,OA,doi.org,can,can,cannot,242.0
10.3389/fpls.2016.00794,OA,"doi.org,www.ncbi.nlm.nih.gov,hal.archives-ouvertes.fr,orcid.org",can,can,can,600.0
10.1249/MSS.0000000000000959,OK,doi.org,can,restricted,cannot,48.0
10.1051/0004-6361/201527654,OA,"arxiv.org,doi.org,researchonline.ljmu.ac.uk,orcid.org",can,can,can,1326.0
10.1093/mnras/stw630,OK,"arxiv.org,www.researchgate.net,doi.org,orcid.org,hdl.handle.net,hal.archives-ouvertes.fr",can,can,can,1530.0
10.1016/j.jep.2016.06.004,OK,doi.org,can,can,cannot,30.0
10.1051/0004-6361/201628106,OA,"arxiv.org,www.researchgate.net,www.aanda.org,doi.org,repositorio.unab.cl,orcid.org",can,can,can,1326.0
10.1021/acs.jmedchem.5b00671,UNK,doi.org,restricted,restricted,cannot,4.0
10.3897/zookeys.584.8065,OA,"www.biodiversitylibrary.org,doi.org,www.ncbi.nlm.nih.gov",unclear,can,can,923.0
10.1111/jmi.12380,OK,"doi.org,hal-mines-paristech.archives-ouvertes.fr",can,restricted,cannot,2050.0
10.1371/journal.pone.0156953,OA,"doi.org,www.ncbi.nlm.nih.gov,orcid.org",can,can,can,112.0
10.1051/0004-6361/201628526,OA,"arxiv.org,researchonline.ljmu.ac.uk,www.researchgate.net,doi.org,repositorio.unab.cl,orcid.org",can,can,can,1326.0
10.1016/j.jcrysgro.2016.06.006,OK,"arxiv.org,doi.org,orcid.org",can,can,cannot,30.0
10.1016/j.jcp.2016.05.056,OK,"doi.org,hal-unice.archives-ouvertes.fr",can,can,cannot,30.0
10.1117/12.2211018,OK,doi.org,can,can,can,127.0
10.1002/hipo.22567,OK,"dspace.library.uu.nl:8080,doi.org,orcid.org",can,restricted,cannot,2050.0
10.1016/j.jsams.2016.05.002,OK,"doi.org,serval.unil.ch",can,can,cannot,30.0
10.1007/s11075-016-0153-4,OK,"arxiv.org,doi.org,www.researchgate.net,hal.archives-ouvertes.fr",can,can,cannot,74.0
10.1016/j.jpdc.2016.03.013,OK,doi.org,can,can,cannot,30.0
10.1103/PhysRevA.93.063824,OK,"arxiv.org,doi.org",can,can,can,10.0
10.1051/0004-6361/201526818,OA,"arxiv.org,publications.lib.chalmers.se,www.researchgate.net,doi.org,orcid.org,research-information.bristol.ac.uk",can,can,can,1326.0
10.1186/s13041-016-0242-2,OA,"dx.doi.org,doi.org,www.ncbi.nlm.nih.gov",can,can,can,22.0
10.1051/0004-6361/201628099,OA,"arxiv.org,www.aanda.org,doi.org",can,can,can,1326.0
10.1371/journal.pone.0157139,OA,"doi.org,www.ncbi.nlm.nih.gov",can,can,can,112.0
10.1364/OL.41.002771,OK,"arxiv.org,doi.org,hal.archives-ouvertes.fr,orcid.org",can,can,cannot,108.0
10.1080/1350178X.2016.1172805,OK,doi.org,can,can,cannot,1140.0
10.1051/0004-6361/201526766,OA,"arxiv.org,researchonline.ljmu.ac.uk,publications.lib.chalmers.se,www.researchgate.net,doi.org,orcid.org,research-information.bristol.ac.uk,hdl.handle.net,hal.archives-ouvertes.fr",can,can,can,1326.0
10.1103/PhysRevE.93.062604,OK,"doi.org,hal.archives-ouvertes.fr",can,can,can,10.0
10.1051/0004-6361/201526831,OA,"www.researchgate.net,doi.org,research-information.bristol.ac.uk,hdl.handle.net,hal.archives-ouvertes.fr",can,can,can,1326.0
10.1080/13600818.2016.1193129,OK,doi.org,can,can,cannot,1140.0
10.1103/PhysRevLett.116.241102,OA,"arxiv.org,doi.org,orcid.org,dx.doi.org,hdl.handle.net",can,can,can,10.0
10.1016/j.nmni.2017.02.001,OA,"doi.org,www.ncbi.nlm.nih.gov",can,restricted,cannot,580.0
10.1016/j.nupar.2017.01.002,OK,doi.org,can,can,cannot,30.0
10.1016/j.heliyon.2017.e00259,OA,"doi.org,www.ncbi.nlm.nih.gov",can,can,can,2252.0
10.1002/asna.201713352,OK,"arxiv.org,orbi.ulg.ac.be,researchonline.ljmu.ac.uk,doi.org,orcid.org,research-information.bristol.ac.uk",can,restricted,cannot,2050.0
10.1016/j.cagd.2017.03.003,OK,"arxiv.org,doi.org",can,can,cannot,30.0
10.1108/MF-06-2016-0178,OK,doi.org,can,can,cannot,31.0
10.1127/njgpa/2017/0646,OK,doi.org,can,cannot,cannot,749.0
10.1016/j.annder.2016.10.019,OK,doi.org,can,can,cannot,2823.0
10.1007/s11695-017-2676-8,OK,"doi.org,orcid.org",can,can,cannot,74.0
10.1051/0004-6361/201527142,OK,"arxiv.org,www.researchgate.net,doi.org,orcid.org,hal.archives-ouvertes.fr",can,can,can,1326.0
10.1051/0004-6361/201526814,OA,"arxiv.org,www.researchgate.net,www.aanda.org,doi.org,orcid.org",can,can,can,1326.0
10.1007/s10950-016-9587-3,OK,"doi.org,www.documentation.ird.fr",can,can,cannot,74.0
10.1016/j.npg.2016.03.002,OK,doi.org,can,can,cannot,2823.0
10.1038/srep28350,OA,"doi.org,www.ncbi.nlm.nih.gov",can,can,can,3287.0
10.1051/parasite/2016027,OA,"europepmc.org,www.parasite-journal.org,doi.org,www.ncbi.nlm.nih.gov",can,can,can,1469.0
10.1038/srep28245,OA,"doi.org,prodinra.inra.fr,www.ncbi.nlm.nih.gov",can,can,can,3287.0
10.1051/0004-6361/201526891,OK,"arxiv.org,www.researchgate.net,pubman.mpdl.mpg.de,doi.org,orcid.org,research-information.bristol.ac.uk,hdl.handle.net,hal.archives-ouvertes.fr",can,can,can,1326.0
10.1039/c6md00170j,OK,"doi.org,hdl.handle.net,orcid.org",can,restricted,cannot,63.0
10.1017/jfm.2016.368,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,2127.0
10.1051/0004-6361/201628435,OA,"arxiv.org,repositorio.uchile.cl,openaccess.leidenuniv.nl,publications.lib.chalmers.se,www.aanda.org,doi.org",can,can,can,1326.0
10.2174/1567205013666160404120106,OK,doi.org,can,restricted,cannot,316.0
10.1002/wdev.222,OA,"europepmc.org,www.ncbi.nlm.nih.gov,www.researchgate.net,doi.org,orcid.org",can,restricted,cannot,2050.0
10.1002/mame.201500418,OK,"doi.org,hal.archives-ouvertes.fr",can,restricted,cannot,2050.0
10.1111/pcmr.12492,OK,doi.org,can,restricted,cannot,2050.0
10.1007/s10688-016-0141-4,OK,"arxiv.org,doi.org",can,can,cannot,74.0
10.1101/gad.277756.116,OK,"europepmc.org,eprints.gla.ac.uk,www.ncbi.nlm.nih.gov,doi.org,orcid.org",can,can,restricted,448.0
10.1016/j.apsusc.2016.06.053,OK,"doi.org,orcid.org",can,can,cannot,30.0
10.1088/2040-8978/18/6/063001,OA,"digital.csic.es,doi.org,upcommons.upc.edu,orcid.org,hdl.handle.net",can,can,cannot,1471.0
10.1016/j.nimb.2016.06.004,OK,"doi.org,orcid.org",can,can,cannot,30.0
10.1080/17531055.2016.1187814,OK,"doi.org,www.documentation.ird.fr,hal-amu.archives-ouvertes.fr",can,can,cannot,1140.0
10.1122/1.4954084,OK,"doi.org,hal.archives-ouvertes.fr",can,can,restricted,7.0
10.1038/onc.2016.191,OA,"dspace.library.uu.nl:8080,edepot.wur.nl,doi.org,www.ncbi.nlm.nih.gov",can,restricted,cannot,3270.0
10.1007/s11690-016-0525-x,OK,"doi.org,www.researchgate.net",can,can,cannot,74.0
10.3139/217.3214,UNK,doi.org,unclear,unclear,unknown,783.0
10.1007/s10340-016-0787-y,OA,doi.org,can,can,cannot,74
10.4000/cybergeo.27451,OA,doi.org,can,can,can,645
10.1209/0295-5075/114/44001,OK,"arxiv.org,doi.org,hal.archives-ouvertes.fr",can,can,cannot,3261
10.1249/MSS.0000000000001021,OK,"eprints.whiterose.ac.uk,doi.org",can,restricted,cannot,48
10.1039/c6cp01227b,OK,doi.org,can,restricted,cannot,63
10.1103/PhysRevD.93.122007,OK,"arxiv.org,doi.org",can,can,can,10
10.1007/978-3-319-31295-8_4,OK,doi.org,can,can,cannot,74
10.1016/j.nanoso.2016.05.005,OK,"doi.org,orcid.org",can,can,cannot,30
10.4000/cybergeo.27439,OA,"doi.org,hal.archives-ouvertes.fr",can,can,can,645
10.1039/c6ra09114h,OA,doi.org,can,can,can,2773
10.3847/0004-637X/824/1/55,OK,"arxiv.org,wrap.warwick.ac.uk,doi.org,orcid.org,hal.archives-ouvertes.fr",can,can,can,129.0
10.1051/0004-6361/201628077,OA,"arxiv.org,repositorio.uchile.cl,www.aanda.org,doi.org,orcid.org",can,can,can,1326.0
10.1209/0295-5075/114/46005,OA,doi.org,can,can,cannot,3261.0
10.1007/978-3-319-40159-1_2,OK,"doi.org,halshs.archives-ouvertes.fr",can,can,cannot,74.0
10.1007/s00024-015-1233-4,OK,"doi.org,www.researchgate.net",can,can,cannot,74.0
10.3847/2041-8205/824/2/L29,OA,"arxiv.org,doi.org,orcid.org",can,can,can,129.0
10.1128/JCM.03371-15,OA,"europepmc.org,doi.org,www.researchgate.net,www.ncbi.nlm.nih.gov",can,restricted,cannot,16.0
10.1007/s00191-016-0465-5,OK,doi.org,can,can,cannot,3298
10.1016/j.tcs.2016.05.025,OK,"hal.inria.fr,doi.org,www.researchgate.net",can,can,cannot,30
10.1242/jcs.183590,OA,"doi.org,hal.archives-ouvertes.fr",can,can,can,29
10.1242/jcs.183525,OA,"jcs.biologists.org,doi.org",can,can,can,29
10.1109/LCOMM.2016.2554544,OK,doi.org,can,can,cannot,38
10.5978/islsm.16-OR-08,OA,"europepmc.org,doi.org,www.ncbi.nlm.nih.gov",can,restricted,cannot,1499
10.1117/12.2218524,OK,doi.org,can,can,can,127
10.1016/j.tecto.2016.06.010,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,30
10.1016/j.palaeo.2016.06.038,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,30
10.1371/journal.pone.0158267,OA,"doi.org,www.ncbi.nlm.nih.gov",can,can,can,112
10.1038/srep28613,OA,"europepmc.org,doi.org,www.ncbi.nlm.nih.gov,orcid.org",can,can,can,3287.0
10.1063/1.4954796,OK,"ul.qucosa.de,doi.org,orcid.org",can,can,restricted,7.0
10.1073/pnas.1522631113,OA,"orcid.org,europepmc.org,doi.org,www.ncbi.nlm.nih.gov",can,restricted,restricted,94.0
10.1038/srep28404,OA,"doi.org,www.ncbi.nlm.nih.gov",can,can,can,3287.0
10.1016/j.gaitpost.2016.06.014,OK,"spiral.imperial.ac.uk,doi.org,orcid.org",can,can,cannot,2823.0
10.1016/j.biocontrol.2016.06.009,OA,"doi.org,orcid.org",can,can,cannot,2823.0
10.1002/jbmr.2868,OK,doi.org,can,restricted,cannot,580.0
10.1016/j.margeo.2016.06.009,OK,doi.org,can,can,cannot,30.0
10.1016/j.apm.2016.06.033,OK,"arxiv.org,doi.org,www.researchgate.net,hal.archives-ouvertes.fr",can,can,cannot,30.0
10.1111/sms.12692,OK,doi.org,can,restricted,cannot,2050.0
10.1051/0004-6361/201526272,OA,"arxiv.org,www.aanda.org,doi.org",can,can,can,1326.0
10.1140/epjp/i2016-16220-6,OK,doi.org,can,can,cannot,1277.0
10.1002/2015JB012633,OK,doi.org,can,can,restricted,6.0
10.1103/PhysRevE.93.061103,OK,"arxiv.org,ueaeprints.uea.ac.uk,doi.org",can,can,can,10.0
10.1007/978-3-319-40216-1_30,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,74.0
10.1093/imrn/rnv209,OK,"arxiv.org,doi.org,www.researchgate.net,hal.archives-ouvertes.fr",can,can,cannot,1474.0
10.1002/ejoc.201600266,OK,doi.org,can,restricted,cannot,2050.0
10.1122/1.4954250,OK,"doi.org,hal.archives-ouvertes.fr",can,can,restricted,7.0
10.1073/pnas.1607183113,OA,"doi.org,www.ncbi.nlm.nih.gov",can,restricted,restricted,94.0
10.1039/c6ra10149f,OA,"doi.org,orcid.org",can,can,can,2773.0
10.1163/15685411-00002973,OK,doi.org,can,restricted,cannot,3249.0
10.1007/978-3-319-39570-8_12,OA,"arxiv.org,irep.ntu.ac.uk,oatao.univ-toulouse.fr,oro.open.ac.uk,riunet.upv.es,www.ncbi.nlm.nih.gov,repositorio-aberto.up.pt,dl.ifip.org,repository.bilkent.edu.tr,unitec.researchbank.ac.nz,infoscience.epfl.ch,rep.bntu.by,vbn.aau.dk,tubiblio.ulb.tu-darmstadt.de,bura.brunel.ac.uk,ria.ua.pt,uir.unisa.ac.za,openaccess.city.ac.uk,europepmc.org,usir.salford.ac.uk,eprints.lse.ac.uk,bradscholars.brad.ac.uk,iris.unito.it,researchonline.rca.ac.uk,liu.diva-portal.org,publications.lib.chalmers.se,eprints.glos.ac.uk,ir.cwi.nl,eprints.bournemouth.ac.uk,aut.researchgateway.ac.nz,hal.inria.fr,www.researchgate.net,eprints.mdx.ac.uk,ifarm.nl,e-space.mmu.ac.uk,hal-univ-bourgogne.archives-ouvertes.fr,dspace.stir.ac.uk,opus.lib.uts.edu.au,repository.uwc.ac.za,oru.diva-portal.org,eprints.hud.ac.uk,hdl.handle.net,is.muni.cz,discovery.ucl.ac.uk,publikationen.reutlingen-university.de,iris.unive.it,repository.tudelft.nl,www.rnbm.org,uir.ulster.ac.uk,hv.diva-portal.org,porto.polito.it,ubir.bolton.ac.uk,eprints.qut.edu.au,www.alexandria.unisg.ch,jultika.oulu.fi,repository.tue.nl,www.springer.com,spiral.imperial.ac.uk,gala.gre.ac.uk,ids-pub.bsz-bw.de,kar.kent.ac.uk,eprints.imtlucca.it,repository.uwl.ac.uk,link.springer.com,repository.winchester.ac.uk,repositorio.ipl.pt,eprints.eemcs.utwente.nl,sro.sussex.ac.uk,eprints.brighton.ac.uk,collections.unu.edu,www.apms-conference.org,orbilu.uni.lu,hal.archives-ouvertes.fr,shura.shu.ac.uk,eprints.gla.ac.uk,sapi.bntu.by,espace2.etsmtl.ca,air.unimi.it,doi.org,ecite.utas.edu.au,dspace.uevora.pt,urn.kb.se,brage.bibsys.no,purl.utwente.nl,orcid.org,dx.doi.org,publications.rwth-aachen.de,eprints.whiterose.ac.uk,zenodo.org,arts.units.it,orca.cf.ac.uk,www.zora.uzh.ch",can,can,cannot,74.0
10.1007/978-3-319-39519-7_13,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,74.0
10.1109/ICRA.2016.7487291,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,38.0
10.1007/978-3-319-39384-1_2,OK,doi.org,can,can,cannot,74.0
10.1109/SAS.2016.7479632,OK,"doi.org,hal.archives-ouvertes.fr",can,can,cannot,38.0
10.1364/OE.24.014483,OA,doi.org,can,can,can,2305.0
10.1051/0004-6361/201527914,OA,"www.aanda.org,doi.org,hal-insu.archives-ouvertes.fr,orcid.org",can,can,can,1326.0
10.1016/j.bulcan.2016.05.003,OK,doi.org,can,can,cannot,2823.0
10.1128/CVI.00205-16,OA,"europepmc.org,doi.org,www.ncbi.nlm.nih.gov",can,restricted,cannot,16.0
10.1084/jem.20151574,OA,"europepmc.org,www.ncbi.nlm.nih.gov,dspace.mit.edu,doi.org,dash.harvard.edu",can,can,can,59.0
10.1016/j.revmed.2016.05.022,OK,doi.org,can,can,cannot,30.0
10.1002/chem.201505094,OK,"doi.org,www.researchgate.net",can,restricted,cannot,2050.0
10.1002/pssa.201532732,OK,"doi.org,orcid.org",can,restricted,cannot,2050.0
10.1094/MPMI-01-16-0015-R,OK,"doi.org,www.researchgate.net,hdl.handle.net",can,cannot,cannot,326.0
10.1186/s13073-017-0419-z,OA,"doi.org,www.ncbi.nlm.nih.gov,orcid.org",can,can,can,22
10.1002/jmri.25716,OK,doi.org,can,restricted,cannot,580
10.1016/j.scispo.2017.02.002,OK,doi.org,can,can,cannot,265
10.18632/oncotarget.15345,OA,"europepmc.org,doi.org,www.ncbi.nlm.nih.gov",unclear,cannot,can,1676
10.1242/dmm.025809,OA,doi.org,can,can,can,1589
10.1142/S0218271817300166,OA,doi.org,can,restricted,cannot,155
10.1109/LCN.2016.034,OK,"orbi.ulg.ac.be,doi.org,hal.inria.fr",can,can,cannot,38
10.2118/173309-PA,UNK,doi.org,unknown,unknown,unknown,journal
10.1007/s40262-016-0431-2,OK,doi.org,can,can,cannot,74
10.1016/j.epsl.2016.06.046,OK,"eprints.whiterose.ac.uk,research-information.bristol.ac.uk,www.documentation.ird.fr,doi.org",can,can,cannot,30
10.1038/srep29474,OA,"doi.org,www.ncbi.nlm.nih.gov,orcid.org",can,can,can,3287
10.1007/s00428-016-1991-0,OK,doi.org,can,can,cannot,74
10.1016/j.marpetgeo.2016.07.006,OK,doi.org,can,can,cannot,30
10.18632/oncotarget.8786,OA,"europepmc.org,www.researchgate.net,doi.org,www.ncbi.nlm.nih.gov",unclear,cannot,can,1676
10.1002/cplu.201600214,OK,doi.org,can,restricted,cannot,2050
10.1088/1751-8113/49/31/31LT01,OK,"arxiv.org,doi.org,www.researchgate.net,hal.archives-ouvertes.fr",can,can,cannot,2940
10.1113/JP272283,OA,"doi.org,www.ncbi.nlm.nih.gov",can,restricted,cannot,2050
10.1007/978-3-319-27687-8_16,OK,doi.org,can,can,cannot,74
10.1007/978-3-319-41168-2_7,OK,"hal.inria.fr,doi.org",can,can,cannot,74.0
10.3389/fpls.2016.00966,OA,"doi.org,www.ncbi.nlm.nih.gov",can,can,can,600.0
10.1016/j.tcs.2016.03.013,OK,"doi.org,www.researchgate.net,dro.dur.ac.uk",can,can,cannot,30.0
10.1093/gji/ggw220,OK,"ecite.utas.edu.au,doi.org,hal.archives-ouvertes.fr",can,can,can,1530.0
10.1103/PhysRevB.94.024106,OK,"arxiv.org,doi.org,orcid.org",can,can,can,10.0
10.1002/2016JB012911,OA,"authors.library.caltech.edu,doi.org,hal.archives-ouvertes.fr,orcid.org",can,can,restricted,6.0
10.1172/JCI85265,OA,"europepmc.org,doi.org,www.ncbi.nlm.nih.gov",can,can,can,15.0
10.3847/0004-637X/824/2/101,OA,"arxiv.org,research-repository.st-andrews.ac.uk,doi.org,orcid.org",can,can,can,129.0
